,Unnamed: 0,영화명,개봉일,관객수,배급사,장르,기사수,감독수상,감독파워,개봉이전_스크린수,개봉이전_상영횟수,개봉이전_관객수,개봉1일_스크린수,개봉1일_상영횟수,개봉1일_관객수,개봉2일_스크린수,개봉2일_상영횟수,개봉2일_관객수,개봉3일_스크린수,개봉3일_상영횟수,개봉3일_관객수,상영등급,기대지수,비기대지수,holiday,season,배우수상,배우파워,개봉전트윗,개봉후트윗
252,252,게이트,20180228,101381,(주)제이앤씨미디어그룹,범죄,27412,0,0,5.0,9.0,1890.0,179,528,13723,208,554,19761,203,545,8289,15세 관람가,371,121,1,4,11,9,27,33
253,253,여중생A,20180620,97850,롯데컬처웍스(주)롯데엔터테인먼트,드라마,4849,0,0,18.0,34.0,5877.0,479,1730,11085,455,1321,5871,447,1308,7804,12세 관람가,2820,337,0,2,1,1,166,240
254,254,여곡성,20181108,67368,(주)스마일이엔티,공포(호러),3475,0,0,3.0,7.0,1586.0,191,901,11477,196,830,12119,212,681,16151,15세 관람가,391,93,0,3,4,1,76,128
255,255,번개맨과 신비의 섬,20180405,60561,"힘컨텐츠(주),(주)디스테이션",가족,69,0,0,3.0,3.0,638.0,114,137,2357,120,146,1602,182,407,16093,전체 관람가,57,8,0,1,0,0,0,4
256,256,머니백,20180412,53610,(주)리틀빅픽쳐스,액션,2180,0,0,14.0,27.0,5079.0,472,1285,7666,463,1175,8000,463,932,12015,15세 관람가,262,50,0,1,17,14,24,39
257,257,데자뷰,20180530,48279,씨네그루(주)키다리이엔티,미스터리,4593,0,0,6.0,9.0,1665.0,536,1759,15214,475,1515,6138,465,1239,5872,15세 관람가,159,42,0,1,0,0,44,51
258,258,비밥바룰라,20180124,47565,씨네그루(주)키다리이엔티,코미디,1795,0,0,9.0,12.0,1976.0,347,647,8922,347,648,6087,325,560,5399,12세 관람가,1231,77,1,4,0,1,25,26
259,259,배반의 장미,20181018,41054,롯데컬처웍스(주)롯데엔터테인먼트,코미디,3616,0,0,5.0,5.0,1012.0,457,1384,9499,446,1235,6437,434,994,7436,15세 관람가,115,46,0,3,1,4,38,45
260,260,해피 투게더,20181115,26141,플레이리스트(주),드라마,34161,0,0,8.0,13.0,1998.0,240,373,3191,231,343,1992,225,318,4071,12세 관람가,580,32,0,3,0,4,15,27
261,261,번개맨의 비밀,20181206,6315,(주)디스테이션,가족,183,0,0,3.0,7.0,1289.0,204,229,2513,189,205,2513,309,424,14058,전체 관람가,54,8,0,4,0,0,0,1
