,영화명,개봉일,매출액,관객수,스크린수,상영횟수,배급사,영화코드,장르,감독,기사수,배우,관객평점,링크,개봉이전_날짜,개봉이전_스크린수,개봉이전_상영횟수,개봉이전_매출액,개봉이전_관객수,개봉이전_누적매출액,개봉이전_누적관객수,개봉이전_순위,개봉1일_날짜,개봉1일_스크린수,개봉1일_상영횟수,개봉1일_매출액,개봉1일_관객수,개봉1일_누적매출액,개봉1일_누적관객수,개봉1일_순위,개봉2일_날짜,개봉2일_스크린수,개봉2일_상영횟수,개봉2일_매출액,개봉2일_관객수,개봉2일_누적매출액,개봉2일_누적관객수,개봉2일_순위,개봉3일_날짜,개봉3일_스크린수,개봉3일_상영횟수,개봉3일_매출액,개봉3일_관객수,개봉3일_누적매출액,개봉3일_누적관객수,개봉3일_순위,개봉4일_날짜,개봉4일_스크린수,개봉4일_상영횟수,개봉4일_매출액,개봉4일_관객수,개봉4일_누적매출액,개봉4일_누적관객수,개봉4일_순위,개봉5일_날짜,개봉5일_스크린수,개봉5일_상영횟수,개봉5일_매출액,개봉5일_관객수,개봉5일_누적매출액,개봉5일_누적관객수,개봉5일_순위,개봉6일_날짜,개봉6일_스크린수,개봉6일_상영횟수,개봉6일_매출액,개봉6일_관객수,개봉6일_누적매출액,개봉6일_누적관객수,개봉6일_순위,개봉7일_날짜,개봉7일_스크린수,개봉7일_상영횟수,개봉7일_매출액,개봉7일_관객수,개봉7일_누적매출액,개봉7일_누적관객수,개봉7일_순위,개봉8일_날짜,개봉8일_스크린수,개봉8일_상영횟수,개봉8일_매출액,개봉8일_관객수,개봉8일_누적매출액,개봉8일_누적관객수,개봉8일_순위,개봉9일_날짜,개봉9일_스크린수,개봉9일_상영횟수,개봉9일_매출액,개봉9일_관객수,개봉9일_누적매출액,개봉9일_누적관객수,개봉9일_순위,개봉10일_날짜,개봉10일_스크린수,개봉10일_상영횟수,개봉10일_매출액,개봉10일_관객수,개봉10일_누적매출액,개봉10일_누적관객수,개봉10일_순위,기대지수,노기대지수
238,버닝,20180517,4716313098,528372,739,26511,CGV아트하우스,20173202,미스터리,이창동,14642,유아인|스티븐 연|전종서|,6.58,https://movie.naver.com/movie/bi/mi/basic.nhn?code=155263,개봉이전,9,14,"27,942,000","3,101","27,942,000","3,101",,개봉1일(05/17),728,"2,837","446,362,600","54,088","474,304,600","57,189",2.0,개봉2일(05/18),739,"2,776","555,455,952","60,958","1,029,760,552","118,147",2.0,개봉3일(05/19),705,"2,540","785,610,246","85,021","1,815,370,798","203,168",3.0,개봉4일(05/20),707,"2,449","695,648,300","74,723","2,511,019,098","277,891",3.0,개봉5일(05/21),703,"2,571","429,046,000","51,397","2,940,065,098","329,288",3.0,개봉6일(05/22),546,"1,393","395,649,000","42,336","3,335,714,098","371,624",6.0,개봉7일(05/23),537,"1,447","143,731,000","16,417","3,479,445,098","388,041",5.0,개봉8일(05/24),456,"1,110","98,939,300","11,934","3,578,384,398","399,975",6.0,개봉9일(05/25),469,"1,057","125,787,900","13,680","3,704,172,298","413,655",6.0,개봉10일(05/26),431,814,"175,217,600","18,629","3,879,389,898","432,284",7.0,10341,3921
239,7년의 밤,20180328,3969337524,528007,872,26817,씨제이이앤엠(주),20154908,스릴러,추창민,13150,장동건|류승룡|송새벽|고경표|,4.82,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85578,개봉이전,19,52,"76,018,800","7,911","76,018,800","7,911",,개봉1일(03/28),872,"3,361","737,244,400","124,688","813,263,200","132,599",3.0,개봉2일(03/29),836,"3,275","395,519,700","52,833","1,208,782,900","185,432",3.0,개봉3일(03/30),812,"3,227","472,258,963","57,164","1,681,041,863","242,596",3.0,개봉4일(03/31),725,"2,803","798,408,161","95,491","2,479,450,024","338,087",4.0,개봉5일(04/01),705,"2,580","669,215,700","80,035","3,148,665,724","418,122",4.0,개봉6일(04/02),608,"2,373","181,766,900","24,482","3,330,432,624","442,604",4.0,개봉7일(04/03),639,"2,340","167,159,100","22,447","3,497,591,724","465,051",4.0,개봉8일(04/04),582,"2,058","139,568,600","18,854","3,637,160,324","483,905",4.0,개봉9일(04/05),443,900,"57,670,700","7,840","3,694,831,024","491,745",6.0,개봉10일(04/06),439,826,"58,774,900","7,438","3,753,605,924","499,183",7.0,5888,454
240,변산,20180704,4016562273,490519,763,27504,메가박스중앙(주)플러스엠,20174369,드라마,이준익,7676,박정민|김고은|,7.66,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164151,개봉이전,14,110,"154,862,200","18,814","154,862,200","18,814",,개봉1일(07/04),763,"3,298","336,347,900","43,149","491,210,100","61,963",3.0,개봉2일(07/05),741,"3,098","309,506,700","40,456","800,716,800","102,419",3.0,개봉3일(07/06),695,"2,885","384,841,700","45,057","1,185,558,500","147,476",3.0,개봉4일(07/07),607,"2,434","626,703,323","71,371","1,812,261,823","218,847",3.0,개봉5일(07/08),603,"2,292","559,924,100","63,352","2,372,185,923","282,199",3.0,개봉6일(07/09),585,"2,332","232,548,100","29,258","2,604,734,023","311,457",3.0,개봉7일(07/10),610,"2,285","232,672,900","29,622","2,837,406,923","341,079",3.0,개봉8일(07/11),494,"1,277","134,361,200","17,607","2,971,768,123","358,686",4.0,개봉9일(07/12),486,"1,151","118,842,900","16,013","3,090,611,023","374,699",4.0,개봉10일(07/13),484,"1,015","122,624,469","14,741","3,213,235,492","389,440",5.0,1025,103
241,동네사람들,20181107,3808719612,460381,731,23590,(주)리틀빅픽쳐스,20170513,액션,임진순,37499,마동석|김새론|,5.56,https://movie.naver.com/movie/bi/mi/basic.nhn?code=166610,개봉이전,10,27,"39,434,000","4,731","39,434,000","4,731",,개봉1일(11/07),666,"3,131","429,188,850","54,297","468,622,850","59,028",3.0,개봉2일(11/08),693,"2,867","404,592,600","51,055","873,215,450","110,083",3.0,개봉3일(11/09),715,"2,833","457,970,463","53,633","1,331,185,913","163,716",3.0,개봉4일(11/10),731,"2,799","818,858,399","93,877","2,150,044,312","257,593",3.0,개봉5일(11/11),717,"2,687","832,604,150","94,622","2,982,648,462","352,215",3.0,개봉6일(11/12),666,"2,563","224,944,700","28,349","3,207,593,162","380,564",3.0,개봉7일(11/13),687,"2,486","205,599,750","25,888","3,413,192,912","406,452",3.0,개봉8일(11/14),397,797,"75,214,750","10,320","3,488,407,662","416,772",4.0,개봉9일(11/15),336,537,"49,803,100","7,007","3,538,210,762","423,779",6.0,개봉10일(11/16),324,542,"53,783,650","7,070","3,591,994,412","430,849",6.0,517,88
242,원더풀 고스트,20180926,3720931600,450374,351,13999,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",20167903,코미디,조원희,3365,마동석|김영광|이유영|,6.77,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152156,개봉이전,12,33,"55,075,200","6,318","55,075,200","6,318",,개봉1일(09/26),351,"1,856","1,192,611,300","163,644","1,247,686,500","169,962",4.0,개봉2일(09/27),344,"1,813","299,580,800","35,733","1,547,267,300","205,695",4.0,개봉3일(09/28),349,"1,796","338,076,300","36,922","1,885,343,600","242,617",4.0,개봉4일(09/29),343,"1,736","673,677,000","73,455","2,559,020,600","316,072",4.0,개봉5일(09/30),330,"1,651","564,038,000","61,671","3,123,058,600","377,743",4.0,개봉6일(10/01),320,"1,533","136,282,400","16,218","3,259,341,000","393,961",4.0,개봉7일(10/02),324,"1,499","160,494,600","19,263","3,419,835,600","413,224",4.0,개봉8일(10/03),184,386,"100,549,400","11,667","3,520,385,000","424,891",8.0,개봉9일(10/04),180,391,"23,164,400","2,917","3,543,549,400","427,808",7.0,개봉10일(10/05),165,343,"32,075,000","3,829","3,575,624,400","431,637",7.0,946,134
243,흥부: 글로 세상을 바꾼 자,20180214,3381050200,416303,627,18707,롯데쇼핑㈜롯데엔터테인먼트,20176121,사극,조근현,780,정우|김주혁|정진영|,4.44,https://movie.naver.com/movie/bi/mi/basic.nhn?code=159805,개봉이전,8,16,"31,318,000","3,850","31,318,000","3,850",,개봉1일(02/14),557,"2,359","335,132,900","43,694","366,450,900","47,544",4.0,개봉2일(02/15),579,"2,072","537,378,100","62,908","903,829,000","110,452",4.0,개봉3일(02/16),568,"1,770","692,575,000","80,692","1,596,404,000","191,144",4.0,개봉4일(02/17),627,"1,714","661,911,400","79,863","2,258,315,400","271,007",4.0,개봉5일(02/18),597,"1,572","423,575,600","51,325","2,681,891,000","322,332",4.0,개봉6일(02/19),538,"1,673","147,374,800","20,038","2,829,265,800","342,370",4.0,개봉7일(02/20),540,"1,618","126,100,600","16,983","2,955,366,400","359,353",4.0,개봉8일(02/21),491,"1,350","85,728,400","11,916","3,041,094,800","371,269",5.0,개봉9일(02/22),394,869,"55,390,300","7,630","3,096,485,100","378,899",7.0,개봉10일(02/23),391,867,"62,295,300","8,045","3,158,780,400","386,944",7.0,4290,342
244,도어락,20181205,3146995754,395313,913,12644,메가박스중앙(주)플러스엠,20179230,스릴러,이권,4619,공효진|김예원|김성오|,6.57,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171755,개봉이전,44,108,"139,591,700","20,042","139,591,700","20,042",,개봉1일(12/05),854,"4,323","959,146,850","122,978","1,098,738,550","143,020",1.0,개봉2일(12/06),863,"3,986","874,480,200","112,469","1,973,218,750","255,489",1.0,개봉3일(12/07),913,"4,226","1,173,723,004","139,818","3,146,941,754","395,307",1.0,개봉4일(12/08),954,"4,553","2,028,220,706","233,867","5,175,162,460","629,174",3.0,개봉5일(12/09),948,"4,425","1,736,457,050","198,391","6,911,619,510","827,565",3.0,개봉6일(12/10),919,"4,130","576,133,500","73,418","7,487,753,010","900,983",3.0,개봉7일(12/11),913,"4,084","527,823,200","68,035","8,015,576,210","969,018",3.0,개봉8일(12/12),838,"3,402","505,783,050","66,503","8,521,359,260","1,035,521",3.0,개봉9일(12/13),822,"3,168","492,799,050","65,151","9,014,158,310","1,100,672",3.0,개봉10일(12/14),861,"3,214","710,310,663","88,605","9,724,468,973","1,189,277",3.0,383,68
245,허스토리,20180627,2517481949,336100,696,20401,(주)넥스트엔터테인먼트월드(NEW),20172469,드라마,민규동,6906,김희애|김해숙|,9.31,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167787,개봉이전,55,190,"200,905,000","32,406","200,905,000","32,406",,개봉1일(06/27),696,"2,617","257,451,300","44,340","458,356,300","76,746",3.0,개봉2일(06/28),657,"2,590","187,733,600","25,879","646,089,900","102,625",3.0,개봉3일(06/29),602,"2,469","210,983,868","25,042","857,073,768","127,667",5.0,개봉4일(06/30),605,"2,159","359,842,881","41,663","1,216,916,649","169,330",5.0,개봉5일(07/01),571,"1,987","296,509,600","34,244","1,513,426,249","203,574",4.0,개봉6일(07/02),549,"1,994","133,084,600","16,986","1,646,510,849","220,560",3.0,개봉7일(07/03),556,"1,999","152,187,200","19,723","1,798,698,049","240,283",3.0,개봉8일(07/04),282,439,"49,718,700","6,715","1,848,416,749","246,998",5.0,개봉9일(07/05),282,429,"48,582,400","6,517","1,896,999,149","253,515",5.0,개봉10일(07/06),276,409,"64,174,500","8,111","1,961,173,649","261,626",5.0,494,49
246,덕구,20180405,2387371700,315359,544,19036,메가박스중앙(주)플러스엠,20181561,드라마,방수인,2781,이순재|정지훈|,9.46,https://movie.naver.com/movie/bi/mi/basic.nhn?code=154667,개봉이전,9,49,"88,620,000","11,763","88,620,000","11,763",,개봉1일(04/05),463,"1,760","124,011,100","17,766","212,631,100","29,529",5.0,개봉2일(04/06),462,"1,703","161,498,800","20,919","374,129,900","50,448",5.0,개봉3일(04/07),509,"1,486","319,529,500","40,590","693,659,400","91,038",5.0,개봉4일(04/08),544,"1,540","371,043,900","46,814","1,064,703,300","137,852",4.0,개봉5일(04/09),467,"1,560","119,270,700","16,405","1,183,974,000","154,257",4.0,개봉6일(04/10),486,"1,600","115,330,600","15,888","1,299,304,600","170,145",4.0,개봉7일(04/11),505,"1,599","142,929,400","19,560","1,442,234,000","189,705",4.0,개봉8일(04/12),292,532,"45,368,100","6,415","1,487,602,100","196,120",8.0,개봉9일(04/13),339,605,"75,848,200","9,991","1,563,450,300","206,111",7.0,개봉10일(04/14),330,612,"171,355,500","21,745","1,734,805,800","227,856",7.0,446,27
247,번 더 스테이지: 더 무비,20181115,2671419900,315014,243,4714,월트디즈니컴퍼니코리아 유한책임회사,20183050,기타,박준수,1036,RM|진|슈가|제이홉|지민|뷔|정국|,9.37,https://movie.naver.com/movie/bi/mi/basic.nhn?code=176354,,,,,,,,,개봉1일(11/15),243,698,"616,136,000","76,800","616,136,000","76,800",4.0,개봉2일(11/16),185,561,"384,971,100","41,901","1,001,107,100","118,701",4.0,개봉3일(11/17),200,533,"525,626,300","61,237","1,526,733,400","179,938",4.0,개봉4일(11/18),210,529,"471,385,200","55,130","1,998,118,600","235,068",4.0,개봉5일(11/19),167,323,"92,552,900","10,996","2,090,671,500","246,064",4.0,개봉6일(11/20),178,318,"87,853,800","10,530","2,178,525,300","256,594",5.0,개봉7일(11/21),142,240,"61,469,600","7,493","2,239,994,900","264,087",4.0,개봉8일(11/22),113,163,"41,740,700","4,970","2,281,735,600","269,057",6.0,개봉9일(11/23),118,172,"47,549,500","5,293","2,329,285,100","274,350",6.0,개봉10일(11/24),135,202,"105,269,800","12,407","2,434,554,900","286,757",6.0,1765,56
248,치즈인더트랩,20180314,1890873700,229005,364,14710,(주)리틀빅픽쳐스,20172244,멜로/로맨스,김제영,16072,박해진|오연서|박기웅|유인영|,5.15,https://movie.naver.com/movie/bi/mi/basic.nhn?code=153620,개봉이전,43,52,"49,511,600","6,155","49,511,600","6,155",,개봉1일(03/14),346,"1,636","261,562,900","32,805","311,074,500","38,960",3.0,개봉2일(03/15),338,"1,526","131,454,100","16,640","442,528,600","55,600",5.0,개봉3일(03/16),350,"1,559","197,488,800","23,166","640,017,400","78,766",5.0,개봉4일(03/17),364,"1,550","394,269,300","46,482","1,034,286,700","125,248",5.0,개봉5일(03/18),346,"1,406","309,706,600","36,546","1,343,993,300","161,794",5.0,개봉6일(03/19),295,"1,203","70,180,800","8,953","1,414,174,100","170,747",5.0,개봉7일(03/20),290,"1,143","61,238,200","7,881","1,475,412,300","178,628",5.0,개봉8일(03/21),238,786,"42,193,500","5,420","1,517,605,800","184,048",6.0,개봉9일(03/22),204,663,"37,033,100","4,714","1,554,638,900","188,762",6.0,개봉10일(03/23),221,641,"53,592,000","6,216","1,608,230,900","194,978",6.0,3832,279
249,속닥속닥,20180713,1900914300,217444,314,8246,(주)그노스,20180282,공포(호러),최상훈,2522,소주연|김민규|,5.1,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172003,개봉이전,7,11,"20,376,000","2,542","20,376,000","2,542",,개봉1일(07/13),266,"1,216","505,635,600","56,855","526,011,600","59,397",4.0,개봉2일(07/14),314,"1,330","540,083,000","61,369","1,066,094,600","120,766",4.0,개봉3일(07/15),298,"1,284","388,308,900","43,373","1,454,403,500","164,139",4.0,개봉4일(07/16),251,"1,060","103,855,200","12,123","1,558,258,700","176,262",4.0,개봉5일(07/17),243,979,"80,918,400","9,619","1,639,177,100","185,881",5.0,개봉6일(07/18),184,482,"44,549,800","5,304","1,683,726,900","191,185",7.0,개봉7일(07/19),169,395,"31,595,200","3,846","1,715,322,100","195,031",10.0,개봉8일(07/20),167,366,"55,576,700","6,655","1,770,898,800","201,686",8.0,개봉9일(07/21),158,267,"50,632,600","6,037","1,821,531,400","207,723",10.0,개봉10일(07/22),146,243,"40,986,100","4,784","1,862,517,500","212,507",10.0,272,35
250,나를 기억해,20180419,1230898892,141222,545,14338,씨네그루(주)키다리이엔티,20177266,미스터리,이한욱,132994,이유영|김희원|,6.55,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158555,개봉이전,2,5,"8,146,800",833,"8,146,800",833,,개봉1일(04/19),484,"2,267","153,116,700","18,797","161,263,500","19,630",2.0,개봉2일(04/20),514,"2,374","203,622,310","22,593","364,885,810","42,223",4.0,개봉3일(04/21),545,"2,370","304,255,235","33,511","669,141,045","75,734",5.0,개봉4일(04/22),522,"2,197","291,744,700","31,541","960,885,745","107,275",5.0,개봉5일(04/23),499,"2,086","111,802,000","13,880","1,072,687,745","121,155",3.0,개봉6일(04/24),497,"2,008","98,538,500","12,225","1,171,226,245","133,380",3.0,개봉7일(04/25),217,251,"10,881,500","1,544","1,182,107,745","134,924",8.0,개봉8일(04/26),95,127,"5,617,600",720,"1,187,725,345","135,644",14.0,개봉9일(04/27),88,114,"5,543,776",645,"1,193,269,121","136,289",12.0,개봉10일(04/28),81,101,"7,867,771",945,"1,201,136,892","137,234",13.0,555,104
251,독전: 익스텐디드 컷,20180718,845770600,137871,398,5656,(주)넥스트엔터테인먼트월드(NEW),20188042,범죄,이해영,416,조진웅|류준열|김주혁|김성령|박해준|,7.55,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158178,,,,,,,,,개봉1일(07/18),251,471,"123,546,900","19,998","123,546,900","19,998",5.0,개봉2일(07/19),303,592,"90,630,100","14,829","214,177,000","34,827",5.0,개봉3일(07/20),347,750,"114,106,600","18,465","328,283,600","53,292",5.0,개봉4일(07/21),398,900,"186,580,800","30,294","514,864,400","83,586",5.0,개봉5일(07/22),379,854,"171,219,700","27,942","686,084,100","111,528",5.0,개봉6일(07/23),349,847,"67,857,000","11,244","753,941,100","122,772",5.0,개봉7일(07/24),344,826,"63,528,300","10,570","817,469,400","133,342",6.0,개봉8일(07/25),69,90,"6,229,000","1,056","823,698,400","134,398",11.0,개봉9일(07/26),61,78,"4,624,000",767,"828,322,400","135,165",14.0,개봉10일(07/27),53,66,"4,188,600",695,"832,511,000","135,860",13.0,2703,174
252,게이트,20180228,821271100,101381,208,5474,(주)제이앤씨미디어그룹,20189663,범죄,신재호,27412,정려원|임창정|정상훈|이경영|이문식|김도훈|,3.66,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172005,개봉이전,5,9,"15,078,000","1,890","15,078,000","1,890",,개봉1일(02/28),179,528,"89,426,200","13,723","104,504,200","15,613",9.0,개봉2일(03/01),208,554,"169,687,500","19,761","274,191,700","35,374",8.0,개봉3일(03/02),203,545,"71,060,700","8,289","345,252,400","43,663",9.0,개봉4일(03/03),203,551,"138,243,200","15,872","483,495,600","59,535",8.0,개봉5일(03/04),208,546,"138,946,900","15,897","622,442,500","75,432",7.0,개봉6일(03/05),182,537,"46,947,600","5,975","669,390,100","81,407",9.0,개봉7일(03/06),184,515,"40,778,800","5,145","710,168,900","86,552",10.0,개봉8일(03/07),114,341,"17,868,500","2,295","728,037,400","88,847",13.0,개봉9일(03/08),92,196,"9,354,700","1,221","737,392,100","90,068",16.0,개봉10일(03/09),92,192,"14,106,000","1,638","751,498,100","91,706",15.0,371,121
253,여중생A,20180620,811692000,97850,479,10242,롯데컬처웍스(주)롯데엔터테인먼트,20184101,드라마,이경섭,4849,김환희|수호|,6.42,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168405,개봉이전,18,34,"53,775,300","5,877","53,775,300","5,877",,개봉1일(06/20),479,"1,730","85,906,300","11,085","139,681,600","16,962",5.0,개봉2일(06/21),455,"1,321","46,151,300","5,871","185,832,900","22,833",7.0,개봉3일(06/22),447,"1,308","67,117,800","7,804","252,950,700","30,637",6.0,개봉4일(06/23),468,"1,174","122,287,800","15,010","375,238,500","45,647",6.0,개봉5일(06/24),473,"1,095","173,050,900","18,715","548,289,400","64,362",6.0,개봉6일(06/25),402,842,"26,384,600","3,366","574,674,000","67,728",7.0,개봉7일(06/26),422,861,"31,293,500","4,156","605,967,500","71,884",7.0,개봉8일(06/27),181,275,"32,586,700","4,509","638,554,200","76,393",9.0,개봉9일(06/28),151,251,"31,644,100","3,963","670,198,300","80,356",9.0,개봉10일(06/29),150,245,"31,452,000","3,781","701,650,300","84,137",9.0,2820,337
254,여곡성,20181108,594373400,67368,212,4463,(주)스마일이엔티,20179006,공포(호러),유영선,3475,서영희|손나은|이태리|박민지|,4.34,https://movie.naver.com/movie/bi/mi/basic.nhn?code=171750,개봉이전,3,7,"12,704,000","1,586","12,704,000","1,586",,개봉1일(11/08),191,901,"97,311,400","11,477","110,015,400","13,063",4.0,개봉2일(11/09),196,830,"109,309,400","12,119","219,324,800","25,182",4.0,개봉3일(11/10),212,681,"147,264,000","16,151","366,588,800","41,333",4.0,개봉4일(11/11),200,592,"133,688,500","14,664","500,277,300","55,997",5.0,개봉5일(11/12),178,513,"32,678,800","3,832","532,956,100","59,829",7.0,개봉6일(11/13),177,502,"27,783,500","3,266","560,739,600","63,095",8.0,개봉7일(11/14),52,94,"8,982,900","1,109","569,722,500","64,204",10.0,개봉8일(11/15),39,56,"4,739,200",645,"574,461,700","64,849",17.0,개봉9일(11/16),40,50,"3,850,200",459,"578,311,900","65,308",18.0,개봉10일(11/17),36,47,"5,508,400",701,"583,820,300","66,009",18.0,391,93
255,번개맨과 신비의 섬,20180405,486548700,60561,191,2560,"힘컨텐츠(주),(주)디스테이션",20182021,가족,김지열,69,서홍석|홍민아|유수호|최오식|이상철|김수미|,9.42,https://movie.naver.com/movie/bi/mi/basic.nhn?code=165561,개봉이전,3,3,"5,074,000",638,"5,074,000",638,,개봉1일(04/05),114,137,"17,836,700","2,357","22,910,700","2,995",11.0,개봉2일(04/06),120,146,"12,715,500","1,602","35,626,200","4,597",10.0,개봉3일(04/07),182,407,"127,793,200","16,093","163,419,400","20,690",6.0,개봉4일(04/08),191,418,"125,961,800","15,726","289,381,200","36,416",6.0,개봉5일(04/09),105,137,"5,137,000",694,"294,518,200","37,110",12.0,개봉6일(04/10),106,132,"5,796,500",795,"300,314,700","37,905",10.0,개봉7일(04/11),104,128,"5,786,200",746,"306,100,900","38,651",12.0,개봉8일(04/12),66,68,"2,865,500",386,"308,966,400","39,037",20.0,개봉9일(04/13),68,72,"4,029,500",478,"312,995,900","39,515",20.0,개봉10일(04/14),133,223,"61,174,900","7,355","374,170,800","46,870",11.0,57,8
256,머니백,20180412,417495600,53610,472,6899,(주)리틀빅픽쳐스,20165045,액션,허준형,2180,김무열|박희순|이경영|전광렬|임원희|오정세|김민교|,5.84,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151241,개봉이전,14,27,"40,548,000","5,079","40,548,000","5,079",,개봉1일(04/12),472,"1,285","56,316,100","7,666","96,864,100","12,745",7.0,개봉2일(04/13),463,"1,175","65,283,500","8,000","162,147,600","20,745",8.0,개봉3일(04/14),463,932,"99,963,700","12,015","262,111,300","32,760",9.0,개봉4일(04/15),439,834,"61,189,400","7,349","323,300,700","40,109",9.0,개봉5일(04/16),406,763,"23,920,500","3,203","347,221,200","43,312",8.0,개봉6일(04/17),386,707,"23,066,200","3,186","370,287,400","46,498",8.0,개봉7일(04/18),360,652,"19,257,800","2,695","389,545,200","49,193",8.0,개봉8일(04/19),58,74,"3,371,000",511,"392,916,200","49,704",28.0,개봉9일(04/20),59,78,"4,781,300",767,"397,697,500","50,471",21.0,개봉10일(04/21),70,82,"5,167,000",659,"402,864,500","51,130",28.0,262,50
257,데자뷰,20180530,360833100,48279,536,8123,씨네그루(주)키다리이엔티,20173865,미스터리,고경민,4593,이천희|남규리|이규한|,4.57,https://movie.naver.com/movie/bi/mi/basic.nhn?code=167100,개봉이전,6,9,"15,413,000","1,665","15,413,000","1,665",,개봉1일(05/30),536,"1,759","90,004,900","15,214","105,417,900","16,879",5.0,개봉2일(05/31),475,"1,515","48,323,200","6,138","153,741,100","23,017",7.0,개봉3일(06/01),465,"1,239","48,658,200","5,872","202,399,300","28,889",6.0,개봉4일(06/02),476,"1,000","60,376,400","7,150","262,775,700","36,039",9.0,개봉5일(06/03),461,903,"50,392,700","5,867","313,168,400","41,906",9.0,개봉6일(06/04),389,747,"18,535,300","2,453","331,703,700","44,359",8.0,개봉7일(06/05),380,754,"22,175,900","2,966","353,879,600","47,325",8.0,개봉8일(06/06),36,46,"2,949,500",377,"356,829,100","47,702",24.0,개봉9일(06/07),21,26,"537,000",78,"357,366,100","47,780",46.0,개봉10일(06/08),18,23,"648,000",82,"358,014,100","47,862",44.0,159,42
