,영화명,개봉일,매출액,관객수,스크린수,상영횟수,배급사,영화코드,장르,감독,기사수,배우,관객평점,링크,개봉이전_날짜,개봉이전_스크린수,개봉이전_상영횟수,개봉이전_매출액,개봉이전_관객수,개봉이전_누적매출액,개봉이전_누적관객수,개봉이전_순위,개봉1일_날짜,개봉1일_스크린수,개봉1일_상영횟수,개봉1일_매출액,개봉1일_관객수,개봉1일_누적매출액,개봉1일_누적관객수,개봉1일_순위,개봉2일_날짜,개봉2일_스크린수,개봉2일_상영횟수,개봉2일_매출액,개봉2일_관객수,개봉2일_누적매출액,개봉2일_누적관객수,개봉2일_순위,개봉3일_날짜,개봉3일_스크린수,개봉3일_상영횟수,개봉3일_매출액,개봉3일_관객수,개봉3일_누적매출액,개봉3일_누적관객수,개봉3일_순위,개봉4일_날짜,개봉4일_스크린수,개봉4일_상영횟수,개봉4일_매출액,개봉4일_관객수,개봉4일_누적매출액,개봉4일_누적관객수,개봉4일_순위,개봉5일_날짜,개봉5일_스크린수,개봉5일_상영횟수,개봉5일_매출액,개봉5일_관객수,개봉5일_누적매출액,개봉5일_누적관객수,개봉5일_순위,개봉6일_날짜,개봉6일_스크린수,개봉6일_상영횟수,개봉6일_매출액,개봉6일_관객수,개봉6일_누적매출액,개봉6일_누적관객수,개봉6일_순위,개봉7일_날짜,개봉7일_스크린수,개봉7일_상영횟수,개봉7일_매출액,개봉7일_관객수,개봉7일_누적매출액,개봉7일_누적관객수,개봉7일_순위,개봉8일_날짜,개봉8일_스크린수,개봉8일_상영횟수,개봉8일_매출액,개봉8일_관객수,개봉8일_누적매출액,개봉8일_누적관객수,개봉8일_순위,개봉9일_날짜,개봉9일_스크린수,개봉9일_상영횟수,개봉9일_매출액,개봉9일_관객수,개봉9일_누적매출액,개봉9일_누적관객수,개봉9일_순위,개봉10일_날짜,개봉10일_스크린수,개봉10일_상영횟수,개봉10일_매출액,개봉10일_관객수,개봉10일_누적매출액,개봉10일_누적관객수,개봉10일_순위,기대지수,노기대지수
10,나의 사랑 나의 신부,20141008,16636404305,2141155,629,69681,씨네그루(주)다우기술,20147930,멜로/로맨스,임찬상,13586,조정석|신민아|,8.01,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113312,개봉이전,81,212,"100,795,500","12,831","100,795,500","12,831",,개봉1일(10/08),577,"2,935","653,691,400","88,406","754,486,900","101,237",1.0,개봉2일(10/09),587,"3,120","1,609,109,000","201,045","2,363,595,900","302,282",1.0,개봉3일(10/10),610,"3,032","898,935,638","114,571","3,262,531,538","416,853",1.0,개봉4일(10/11),629,"3,161","1,580,043,332","195,146","4,842,574,870","611,999",1.0,개봉5일(10/12),614,"3,047","1,423,538,000","175,493","6,266,112,870","787,492",1.0,개봉6일(10/13),582,"2,876","478,645,500","64,377","6,744,758,370","851,869",1.0,개봉7일(10/14),595,"2,875","461,478,100","63,330","7,206,236,470","915,199",1.0,개봉8일(10/15),585,"2,855","489,441,600","67,241","7,695,678,070","982,440",1.0,개봉9일(10/16),555,"2,710","460,122,100","63,269","8,155,800,170","1,045,709",1.0,개봉10일(10/17),590,"2,847","659,364,774","85,482","8,815,164,944","1,131,191",1.0,8499,921
11,남자가 사랑할 때,20140122,14510222300,1979311,531,41123,(주)넥스트엔터테인먼트월드(NEW),20137043,멜로/로맨스,한동욱,9097,황정민|한혜진|,8.65,https://movie.naver.com/movie/bi/mi/basic.nhn?code=106540,개봉이전,11,29,"46,665,000","6,982","46,665,000","6,982",,개봉1일(01/22),484,"2,212","697,196,500","98,730","743,861,500","105,712",4.0,개봉2일(01/23),497,"2,219","602,538,000","85,593","1,346,399,500","191,305",4.0,개봉3일(01/24),511,"2,268","739,690,000","98,632","2,086,089,500","289,937",4.0,개봉4일(01/25),531,"2,209","1,349,812,500","177,437","3,435,902,000","467,374",4.0,개봉5일(01/26),519,"2,117","1,293,644,000","170,698","4,729,546,000","638,072",4.0,개봉6일(01/27),491,"2,170","574,830,000","81,881","5,304,376,000","719,953",3.0,개봉7일(01/28),491,"2,165","587,005,000","83,924","5,891,381,000","803,877",3.0,개봉8일(01/29),440,"1,578","604,850,000","91,287","6,496,231,000","895,164",3.0,개봉9일(01/30),451,"1,518","707,386,000","92,394","7,203,617,000","987,558",3.0,개봉10일(01/31),473,"1,482","843,934,500","109,312","8,047,551,500","1,096,870",3.0,0,0
12,기술자들,20141224,13652480148,1778083,641,24416,롯데쇼핑㈜롯데엔터테인먼트,20149265,범죄,김홍선,21944,김우빈|김영철|고창석|이현우|조윤희|임주환|,7.1,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117790,개봉이전,477,"1,409","496,926,100","63,883","496,926,100","63,883",,개봉1일(12/24),641,"3,226","2,064,901,000","274,404","2,561,827,100","338,287",2.0,개봉2일(12/25),614,"3,126","3,320,757,800","422,784","5,882,584,900","761,071",2.0,개봉3일(12/26),629,"3,082","1,313,522,373","168,545","7,196,107,273","929,616",2.0,개봉4일(12/27),612,"2,993","2,006,459,975","254,449","9,202,567,248","1,184,065",2.0,개봉5일(12/28),607,"2,837","1,901,265,700","239,658","11,103,832,948","1,423,723",2.0,개봉6일(12/29),588,"2,753","773,405,200","104,238","11,877,238,148","1,527,961",2.0,개봉7일(12/30),597,"2,783","826,061,400","112,289","12,703,299,548","1,640,250",2.0,개봉8일(12/31),517,"2,207","949,180,600","137,833","13,652,480,148","1,778,083",4.0,개봉9일(01/01),464,"1,886","1,299,883,700","160,371","14,952,363,848","1,938,454",5.0,개봉10일(01/02),481,"1,860","758,620,771","95,119","15,710,984,619","2,033,573",5.0,24306,2459
13,제보자,20141002,13515762802,1755181,676,58358,메가박스중앙(주)플러스엠,20134589,드라마,임순례,13903,박해일|유연석|이경영|,8.32,https://movie.naver.com/movie/bi/mi/basic.nhn?code=128235,개봉이전,25,104,"153,649,500","21,156","153,649,500","21,156",,개봉1일(10/02),676,"3,511","785,867,900","107,854","939,517,400","129,010",1.0,개봉2일(10/03),661,"3,520","1,713,291,235","214,023","2,652,808,635","343,033",2.0,개봉3일(10/04),650,"3,339","1,515,008,223","188,016","4,167,816,858","531,049",1.0,개봉4일(10/05),632,"3,183","1,301,183,000","161,491","5,468,999,858","692,540",1.0,개봉5일(10/06),607,"3,087","441,273,400","59,650","5,910,273,258","752,190",1.0,개봉6일(10/07),623,"3,067","445,041,000","61,149","6,355,314,258","813,339",1.0,개봉7일(10/08),473,"2,185","454,820,100","63,068","6,810,134,358","876,407",3.0,개봉8일(10/09),481,"2,241","957,416,800","121,538","7,767,551,158","997,945",3.0,개봉9일(10/10),501,"2,228","502,428,687","66,295","8,269,979,845","1,064,240",3.0,개봉10일(10/11),516,"2,285","819,667,092","102,188","9,089,646,937","1,166,428",3.0,3728,633
14,피끓는 청춘,20140122,11688382888,1676040,679,36082,롯데쇼핑㈜롯데엔터테인먼트,20139881,코미디,이연우,6921,박보영|이종석|이세영|김영광|,7.61,https://movie.naver.com/movie/bi/mi/basic.nhn?code=105521,개봉이전,22,43,"58,912,000","8,566","58,912,000","8,566",,개봉1일(01/22),557,"2,641","1,046,098,500","157,026","1,105,010,500","165,592",2.0,개봉2일(01/23),607,"2,789","902,059,500","135,915","2,007,070,000","301,507",3.0,개봉3일(01/24),626,"2,921","945,186,974","134,260","2,952,256,974","435,767",3.0,개봉4일(01/25),679,"2,962","1,866,501,464","263,245","4,818,758,438","699,012",3.0,개봉5일(01/26),633,"2,747","1,579,016,500","222,870","6,397,774,938","921,882",3.0,개봉6일(01/27),563,"2,621","500,298,000","74,401","6,898,072,938","996,283",4.0,개봉7일(01/28),555,"2,559","470,241,500","70,689","7,368,314,438","1,066,972",4.0,개봉8일(01/29),456,"1,812","465,635,500","72,581","7,833,949,938","1,139,553",4.0,개봉9일(01/30),459,"1,607","609,443,500","83,398","8,443,393,438","1,222,951",4.0,개봉10일(01/31),425,"1,452","691,339,758","92,255","9,134,733,196","1,315,206",5.0,0,0
15,두근두근 내 인생,20140903,12291081634,1624601,629,40158,씨제이이앤엠(주),20134594,드라마,이재용,11258,강동원|송혜교|조성목|,7.06,https://movie.naver.com/movie/bi/mi/basic.nhn?code=116532,개봉이전,36,96,"103,682,600","13,610","103,682,600","13,610",,개봉1일(09/03),612,"2,980","715,087,300","99,364","818,769,900","112,974",3.0,개봉2일(09/04),605,"2,898","459,026,300","63,160","1,277,796,200","176,134",3.0,개봉3일(09/05),629,"2,920","762,613,550","100,128","2,040,409,750","276,262",3.0,개봉4일(09/06),577,"2,765","1,444,668,963","190,219","3,485,078,713","466,481",3.0,개봉5일(09/07),561,"2,633","1,203,638,900","154,459","4,688,717,613","620,940",3.0,개봉6일(09/08),541,"2,445","1,567,525,600","198,026","6,256,243,213","818,966",3.0,개봉7일(09/09),548,"2,312","1,826,107,700","236,932","8,082,350,913","1,055,898",4.0,개봉8일(09/10),522,"2,155","1,438,194,900","192,787","9,520,545,813","1,248,685",2.0,개봉9일(09/11),397,"1,823","229,582,500","31,948","9,750,128,313","1,280,633",5.0,개봉10일(09/12),422,"1,848","308,605,921","41,117","10,058,734,234","1,321,750",5.0,15718,3747
16,우아한 거짓말,20140313,11728460300,1619188,573,57492,CGV아트하우스,20138226,드라마,이한,14524,김희애|고아성|김유정|김향기|,8.36,https://movie.naver.com/movie/bi/mi/basic.nhn?code=106522,개봉이전,62,149,"97,919,000","15,982","97,919,000","15,982",,개봉1일(03/13),485,"2,313","385,691,900","54,153","483,610,900","70,135",2.0,개봉2일(03/14),487,"2,436","593,708,500","77,528","1,077,319,400","147,663",2.0,개봉3일(03/15),553,"2,809","1,413,729,100","187,283","2,491,048,500","334,946",1.0,개봉4일(03/16),555,"2,755","1,368,396,900","182,612","3,859,445,400","517,558",1.0,개봉5일(03/17),526,"2,507","372,409,300","52,826","4,231,854,700","570,384",1.0,개봉6일(03/18),552,"2,539","386,286,000","55,447","4,618,140,700","625,831",1.0,개봉7일(03/19),543,"2,524","375,793,600","53,881","4,993,934,300","679,712",1.0,개봉8일(03/20),507,"2,231","307,829,000","45,478","5,301,763,300","725,190",2.0,개봉9일(03/21),504,"2,350","440,770,700","59,311","5,742,534,000","784,501",2.0,개봉10일(03/22),573,"2,611","1,087,719,700","145,943","6,830,253,700","930,444",2.0,163,13
17,해무(海霧),20140813,11706782519,1475507,584,33490,(주)넥스트엔터테인먼트월드(NEW),20134082,드라마,심성보,157,김윤석|박유천|한예리|이희준|문성근|김상호|유승목|,6.84,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109753,개봉이전,18,54,"102,081,300","12,091","102,081,300","12,091",,개봉1일(08/13),580,"3,076","1,325,577,900","174,827","1,427,659,200","186,918",3.0,개봉2일(08/14),584,"3,077","1,214,968,300","159,769","2,642,627,500","346,687",3.0,개봉3일(08/15),548,"2,776","1,870,056,607","227,378","4,512,684,107","574,065",3.0,개봉4일(08/16),510,"2,576","1,587,810,112","191,975","6,100,494,219","766,040",3.0,개봉5일(08/17),500,"2,446","1,378,813,700","167,225","7,479,307,919","933,265",3.0,개봉6일(08/18),482,"2,447","604,076,200","79,228","8,083,384,119","1,012,493",3.0,개봉7일(08/19),506,"2,425","561,602,400","74,056","8,644,986,519","1,086,549",3.0,개봉8일(08/20),388,"1,650","396,347,900","51,746","9,041,334,419","1,138,295",3.0,개봉9일(08/21),379,"1,550","346,253,400","45,693","9,387,587,819","1,183,988",3.0,개봉10일(08/22),383,"1,561","362,791,400","44,545","9,750,379,219","1,228,533",3.0,7489,1057
18,인간중독,20140514,11284912400,1441973,682,44057,(주)넥스트엔터테인먼트월드(NEW),20133322,멜로/로맨스,김대우,25409,송승헌|임지연|조여정|온주완|,6.69,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113353,개봉이전,10,18,"34,793,000","4,679","34,793,000","4,679",,개봉1일(05/14),576,"2,742","671,799,900","89,092","706,592,900","93,771",1.0,개봉2일(05/15),603,"2,777","806,209,900","107,663","1,512,802,800","201,434",1.0,개봉3일(05/16),644,"2,935","1,018,798,200","126,444","2,531,601,000","327,878",1.0,개봉4일(05/17),682,"3,057","1,545,029,700","183,941","4,076,630,700","511,819",2.0,개봉5일(05/18),662,"2,926","1,130,973,600","135,247","5,207,604,300","647,066",2.0,개봉6일(05/19),629,"2,897","515,628,100","69,377","5,723,232,400","716,443",1.0,개봉7일(05/20),635,"2,866","532,253,100","72,617","6,255,485,500","789,060",1.0,개봉8일(05/21),664,"2,586","459,696,100","62,430","6,715,181,600","851,490",2.0,개봉9일(05/22),450,"1,892","384,176,900","52,549","7,099,358,500","904,039",2.0,개봉10일(05/23),460,"1,933","499,050,100","62,936","7,598,408,600","966,975",2.0,5486,1115
19,찌라시: 위험한 소문,20140220,9111748087,1221427,560,37426,씨제이이앤엠(주),20139401,범죄,김광식,3938,김강우|정진영|고창석|박성웅|,7.51,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107923,개봉이전,9,26,"37,570,000","4,631","37,570,000","4,631",,개봉1일(02/20),466,"2,193","642,206,500","91,576","679,776,500","96,207",1.0,개봉2일(02/21),479,"2,280","736,828,211","98,038","1,416,604,711","194,245",1.0,개봉3일(02/22),552,"2,468","1,318,138,213","173,347","2,734,742,924","367,592",2.0,개봉4일(02/23),560,"2,398","1,293,796,500","170,847","4,028,539,424","538,439",2.0,개봉5일(02/24),492,"2,315","522,049,700","71,326","4,550,589,124","609,765",1.0,개봉6일(02/25),502,"2,313","493,597,100","67,588","5,044,186,224","677,353",2.0,개봉7일(02/26),506,"2,321","494,649,300","76,044","5,538,835,524","753,397",2.0,개봉8일(02/27),384,"1,901","338,328,100","47,022","5,877,163,624","800,419",4.0,개봉9일(02/28),397,"1,935","402,747,900","52,973","6,279,911,524","853,392",4.0,개봉10일(03/01),431,"1,943","778,317,063","98,798","7,058,228,587","952,190",4.0,0,0
20,빅매치,20141127,8952096578,1177438,627,38527,(주)넥스트엔터테인먼트월드(NEW),20134590,액션,최호,10132,이정재|신하균|이성민|보아|,6.66,https://movie.naver.com/movie/bi/mi/basic.nhn?code=112079,개봉이전,446,"1,132","418,770,200","60,677","418,770,200","60,677",,개봉1일(11/27),618,"2,898","542,616,800","75,112","961,387,000","135,789",2.0,개봉2일(11/28),626,"2,998","736,234,575","96,658","1,697,621,575","232,447",2.0,개봉3일(11/29),627,"3,103","1,321,498,203","165,268","3,019,119,778","397,715",2.0,개봉4일(11/30),618,"3,002","1,328,437,500","166,084","4,347,557,278","563,799",2.0,개봉5일(12/01),612,"2,908","444,849,000","61,201","4,792,406,278","625,000",2.0,개봉6일(12/02),626,"2,853","433,648,000","61,769","5,226,054,278","686,769",2.0,개봉7일(12/03),488,"2,086","280,945,200","38,029","5,506,999,478","724,798",3.0,개봉8일(12/04),434,"1,706","243,188,300","33,554","5,750,187,778","758,352",3.0,개봉9일(12/05),457,"1,781","328,837,600","43,580","6,079,025,378","801,932",3.0,개봉10일(12/06),433,"1,735","606,067,000","75,159","6,685,092,378","877,091",3.0,4634,739
21,슬로우 비디오,20141002,8913092219,1169562,618,40665,이십세기폭스코리아(주),20135386,드라마,김영탁,5936,차태현|남상미|,7.76,https://movie.naver.com/movie/bi/mi/basic.nhn?code=113342,개봉이전,17,67,"89,660,000","11,947","89,660,000","11,947",,개봉1일(10/02),596,"3,171","716,393,200","98,673","806,053,200","110,620",2.0,개봉2일(10/03),618,"3,433","1,746,930,237","222,079","2,552,983,437","332,699",1.0,개봉3일(10/04),613,"3,412","1,449,514,773","182,455","4,002,498,210","515,154",2.0,개봉4일(10/05),610,"3,269","1,128,545,900","142,343","5,131,044,110","657,497",2.0,개봉5일(10/06),569,"2,957","291,778,300","39,567","5,422,822,410","697,064",2.0,개봉6일(10/07),591,"2,931","283,687,500","39,374","5,706,509,910","736,438",2.0,개봉7일(10/08),426,"1,966","274,045,100","39,288","5,980,555,010","775,726",5.0,개봉8일(10/09),401,"1,965","672,830,700","88,458","6,653,385,710","864,184",4.0,개봉9일(10/10),424,"1,954","328,311,449","45,675","6,981,697,159","909,859",4.0,개봉10일(10/11),404,"1,904","463,195,060","59,902","7,444,892,219","969,761",6.0,8508,962
22,방황하는 칼날,20140410,7828891800,989906,594,38850,씨제이이앤엠(주),20129787,범죄,이정호,4496,정재영|이성민|,7.71,https://movie.naver.com/movie/bi/mi/basic.nhn?code=99797,개봉이전,12,43,"68,089,000","7,863","68,089,000","7,863",,개봉1일(04/10),481,"2,217","480,974,200","66,643","549,063,200","74,506",1.0,개봉2일(04/11),518,"2,396","648,176,600","84,300","1,197,239,800","158,806",2.0,개봉3일(04/12),594,"2,741","1,322,174,500","157,498","2,519,414,300","316,304",2.0,개봉4일(04/13),590,"2,648","1,188,874,000","141,712","3,708,288,300","458,016",2.0,개봉5일(04/14),522,"2,432","319,626,800","44,516","4,027,915,100","502,532",1.0,개봉6일(04/15),527,"2,446","297,408,500","41,827","4,325,323,600","544,359",1.0,개봉7일(04/16),460,"2,119","260,923,700","36,846","4,586,247,300","581,205",1.0,개봉8일(04/17),445,"2,019","223,521,900","31,295","4,809,769,200","612,500",1.0,개봉9일(04/18),459,"2,109","300,234,600","39,563","5,110,003,800","652,063",3.0,개봉10일(04/19),491,"2,303","678,916,000","80,644","5,788,919,800","732,707",3.0,1932,155
23,우리는 형제입니다,20141023,7263255399,970373,566,41638,(주)쇼박스,20148842,코미디,장진,10506,조진웅|김성균|김영애|윤진이|,7.2,https://movie.naver.com/movie/bi/mi/basic.nhn?code=121090,개봉이전,69,119,"32,674,000","4,348","32,674,000","4,348",,개봉1일(10/23),517,"2,569","448,389,600","62,171","481,063,600","66,519",2.0,개봉2일(10/24),533,"2,706","560,341,469","75,401","1,041,405,069","141,920",2.0,개봉3일(10/25),547,"2,936","1,091,750,370","141,213","2,133,155,439","283,133",2.0,개봉4일(10/26),538,"2,856","1,000,820,800","128,071","3,133,976,239","411,204",2.0,개봉5일(10/27),509,"2,609","267,608,700","36,798","3,401,584,939","448,002",2.0,개봉6일(10/28),537,"2,592","269,316,800","37,861","3,670,901,739","485,863",2.0,개봉7일(10/29),566,"2,431","293,796,100","46,553","3,964,697,839","532,416",2.0,개봉8일(10/30),471,"2,176","227,115,600","32,018","4,191,813,439","564,434",3.0,개봉9일(10/31),499,"2,315","372,320,533","50,281","4,564,133,972","614,715",3.0,개봉10일(11/01),504,"2,468","809,596,548","103,668","5,373,730,520","718,383",2.0,5789,669
24,카트,20141113,5912676633,812490,544,28547,(주)리틀빅픽쳐스,20136802,드라마,부지영,18289,염정아|문정희|김영애|김강우|,8.62,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118922,개봉이전,51,195,"239,237,000","30,423","239,237,000","30,423",,개봉1일(11/13),533,"2,646","690,142,700","101,033","929,379,700","131,456",2.0,개봉2일(11/14),544,"2,655","435,588,910","57,791","1,364,968,610","189,247",2.0,개봉3일(11/15),539,"2,678","946,283,908","125,500","2,311,252,518","314,747",2.0,개봉4일(11/16),538,"2,576","824,428,700","108,796","3,135,681,218","423,543",2.0,개봉5일(11/17),497,"2,407","252,710,800","35,489","3,388,392,018","459,032",2.0,개봉6일(11/18),523,"2,353","260,356,200","36,749","3,648,748,218","495,781",2.0,개봉7일(11/19),508,"2,370","267,247,400","37,763","3,915,995,618","533,544",2.0,개봉8일(11/20),385,"1,079","135,633,800","19,818","4,051,629,418","553,362",4.0,개봉9일(11/21),409,"1,100","185,082,198","26,007","4,236,711,616","579,369",4.0,개봉10일(11/22),396,952,"329,553,217","44,336","4,566,264,833","623,705",4.0,48999,3049
25,관능의 법칙,20140213,5858771500,781516,591,30630,롯데쇼핑㈜롯데엔터테인먼트,20130561,드라마,권칠인,7556,엄정화|문소리|조민수|,7.64,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109116,개봉이전,22,103,"141,815,000","21,016","141,815,000","21,016",,개봉1일(02/13),591,"2,748","401,253,500","58,083","543,068,500","79,099",4.0,개봉2일(02/14),588,"2,785","590,352,000","76,470","1,133,420,500","155,569",4.0,개봉3일(02/15),532,"2,420","838,586,500","106,949","1,972,007,000","262,518",4.0,개봉4일(02/16),505,"2,215","695,222,500","89,174","2,667,229,500","351,692",4.0,개봉5일(02/17),509,"2,276","328,595,500","46,218","2,995,825,000","397,910",4.0,개봉6일(02/18),513,"2,265","336,838,500","47,468","3,332,663,500","445,378",4.0,개봉7일(02/19),500,"2,231","317,016,000","44,754","3,649,679,500","490,132",3.0,개봉8일(02/20),343,"1,083","165,240,000","23,510","3,814,919,500","513,642",5.0,개봉9일(02/21),351,"1,128","199,209,500","25,842","4,014,129,000","539,484",5.0,개봉10일(02/22),339,986,"302,032,500","38,164","4,316,161,500","577,648",6.0,0,0
26,상의원,20141224,5293724564,676632,466,13809,"(주)쇼박스,(주)와우픽쳐스",20147176,사극,이원석,13202,한석규|고수|박신혜|유연석|마동석|,7.82,https://movie.naver.com/movie/bi/mi/basic.nhn?code=117774,개봉이전,77,206,"150,836,400","18,634","150,836,400","18,634",,개봉1일(12/24),466,"2,171","828,912,900","108,567","979,749,300","127,201",5.0,개봉2일(12/25),454,"2,010","1,450,430,400","179,740","2,430,179,700","306,941",5.0,개봉3일(12/26),453,"1,931","527,809,890","66,867","2,957,989,590","373,808",5.0,개봉4일(12/27),444,"1,759","745,605,574","92,749","3,703,595,164","466,557",5.0,개봉5일(12/28),434,"1,653","684,432,400","85,246","4,388,027,564","551,803",5.0,개봉6일(12/29),436,"1,695","342,135,000","46,113","4,730,162,564","597,916",5.0,개봉7일(12/30),431,"1,643","357,894,200","48,804","5,088,056,764","646,720",5.0,개봉8일(12/31),325,741,"205,667,800","29,912","5,293,724,564","676,632",7.0,개봉9일(01/01),258,491,"230,484,800","28,439","5,524,209,364","705,071",9.0,개봉10일(01/02),264,494,"149,272,900","18,455","5,673,482,264","723,526",9.0,8746,1553
27,플랜맨,20140109,4528561558,632299,458,20459,롯데쇼핑㈜롯데엔터테인먼트,20138224,드라마,성시흡,4349,정재영|한지민|,8.15,https://movie.naver.com/movie/bi/mi/basic.nhn?code=103759,개봉이전,46,83,"118,685,000","16,573","118,685,000","16,573",,개봉1일(01/09),458,"2,024","367,503,500","54,251","486,188,500","70,824",3.0,개봉2일(01/10),441,"2,029","410,613,302","56,264","896,801,802","127,088",3.0,개봉3일(01/11),433,"2,006","825,505,256","111,867","1,722,307,058","238,955",4.0,개봉4일(01/12),431,"1,940","784,320,000","106,072","2,506,627,058","345,027",4.0,개봉5일(01/13),408,"1,868","275,577,000","39,942","2,782,204,058","384,969",3.0,개봉6일(01/14),421,"1,885","278,360,500","40,872","3,060,564,558","425,841",3.0,개봉7일(01/15),403,"1,827","251,695,500","37,086","3,312,260,058","462,927",3.0,개봉8일(01/16),329,"1,133","157,318,000","22,978","3,469,578,058","485,905",5.0,개봉9일(01/17),332,"1,145","187,823,000","26,177","3,657,401,058","512,082",6.0,개봉10일(01/18),354,"1,082","353,251,500","48,182","4,010,652,558","560,264",6.0,0,0
28,우는 남자,20140604,4924852800,603495,508,22322,씨제이이앤엠(주),20132482,액션,이정범,12694,장동건|김민희|,5.99,https://movie.naver.com/movie/bi/mi/basic.nhn?code=107961,개봉이전,408,"1,128","384,378,100","47,328","384,378,100","47,328",,개봉1일(06/04),500,"2,497","1,020,588,600","121,991","1,404,966,700","169,319",4.0,개봉2일(06/05),508,"2,451","517,424,300","67,165","1,922,391,000","236,484",4.0,개봉3일(06/06),480,"2,119","789,702,600","93,916","2,712,093,600","330,400",5.0,개봉4일(06/07),471,"1,975","647,702,700","77,511","3,359,796,300","407,911",5.0,개봉5일(06/08),450,"1,848","538,253,300","64,429","3,898,049,600","472,340",5.0,개봉6일(06/09),408,"1,903","181,920,600","23,788","4,079,970,200","496,128",3.0,개봉7일(06/10),411,"1,866","171,558,800","22,676","4,251,529,000","518,804",3.0,개봉8일(06/11),409,"1,558","120,012,400","15,917","4,371,541,400","534,721",5.0,개봉9일(06/12),248,709,"67,556,000","8,870","4,439,097,400","543,591",6.0,개봉10일(06/13),245,704,"71,426,000","8,723","4,510,523,400","552,314",6.0,2136,461
29,패션왕,20141106,4367545379,594871,523,25487,(주)넥스트엔터테인먼트월드(NEW),20147129,코미디,오기환,14115,주원|최진리|,5.26,https://movie.naver.com/movie/bi/mi/basic.nhn?code=109937,개봉이전,12,17,"30,334,000","3,869","30,334,000","3,869",,개봉1일(11/06),518,"2,327","356,030,000","48,348","386,364,000","52,217",2.0,개봉2일(11/07),523,"2,361","404,112,945","53,277","790,476,945","105,494",2.0,개봉3일(11/08),515,"2,314","957,361,134","128,083","1,747,838,079","233,577",2.0,개봉4일(11/09),512,"2,227","777,397,700","102,953","2,525,235,779","336,530",2.0,개봉5일(11/10),483,"2,046","152,818,100","20,597","2,678,053,879","357,127",2.0,개봉6일(11/11),491,"2,044","159,670,700","21,542","2,837,724,579","378,669",2.0,개봉7일(11/12),501,"2,114","238,366,600","33,762","3,076,091,179","412,431",2.0,개봉8일(11/13),384,"1,405","231,427,500","34,060","3,307,518,679","446,491",3.0,개봉9일(11/14),363,"1,283","127,750,000","17,537","3,435,268,679","464,028",3.0,개봉10일(11/15),379,"1,266","300,641,300","40,662","3,735,909,979","504,690",3.0,39795,8414
30,황제를 위하여,20140611,4754501771,592435,423,26736,유나이티드픽처스(주),20134591,액션,박상준,5908,이민기|박성웅|이태임|,6.07,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118909,개봉이전,4,12,"20,529,000","2,847","20,529,000","2,847",,개봉1일(06/11),366,"1,150","308,866,100","39,397","329,395,100","42,244",3.0,개봉2일(06/12),381,"2,040","393,733,600","51,779","723,128,700","94,023",3.0,개봉3일(06/13),402,"2,132","453,170,643","55,598","1,176,299,343","149,621",3.0,개봉4일(06/14),423,"2,173","757,863,928","90,365","1,934,163,271","239,986",3.0,개봉5일(06/15),416,"2,089","652,356,100","77,377","2,586,519,371","317,363",3.0,개봉6일(06/16),390,"2,027","222,503,100","29,084","2,809,022,471","346,447",3.0,개봉7일(06/17),392,"1,996","200,393,300","26,352","3,009,415,771","372,799",3.0,개봉8일(06/18),331,"1,541","164,555,300","21,484","3,173,971,071","394,283",3.0,개봉9일(06/19),331,"1,520","171,501,400","22,568","3,345,472,471","416,851",4.0,개봉10일(06/20),341,"1,442","203,347,400","24,971","3,548,819,871","441,822",4.0,2734,323
31,몬스터,20140313,4138207515,526557,527,25460,롯데쇼핑㈜롯데엔터테인먼트,20136060,스릴러,황인호,39560,이민기|김고은|김뢰하|,5.76,https://movie.naver.com/movie/bi/mi/basic.nhn?code=104467,개봉이전,7,11,"16,752,000","2,366","16,752,000","2,366",,개봉1일(03/13),469,"2,235","499,372,600","67,380","516,124,600","69,746",1.0,개봉2일(03/14),489,"2,346","643,276,937","79,801","1,159,401,537","149,547",1.0,개봉3일(03/15),527,"2,638","963,874,612","118,950","2,123,276,149","268,497",3.0,개봉4일(03/16),515,"2,490","723,451,400","88,993","2,846,727,549","357,490",3.0,개봉5일(03/17),481,"2,207","188,064,700","25,492","3,034,792,249","382,982",3.0,개봉6일(03/18),487,"2,157","162,082,800","21,955","3,196,875,049","404,937",3.0,개봉7일(03/19),474,"2,083","148,679,600","20,226","3,345,554,649","425,163",4.0,개봉8일(03/20),336,"1,275","85,138,000","11,707","3,430,692,649","436,870",5.0,개봉9일(03/21),343,"1,313","111,065,098","14,091","3,541,757,747","450,961",5.0,개봉10일(03/22),361,"1,229","206,861,268","26,196","3,748,619,015","477,157",6.0,83,20
